ID,CD,MaxUseCount,AbilityClass,HitDamageBasics,HitDamagePec,BalanceValueConsume,LastHit,RelateSkill
2017001,0,1,0,{0},{0},{0},0,{}
2017002,0,1,0,{0},{0},{0},0,{}
2018101,5000,1,1,"{10,10}","{10,10}","{5,5}",0,{}
2018201,12000,1,2,{10},{100},{10},0,{}
2018202,0,1,2,{0},{0},{0},0,{}
2018203,0,1,2,{0},{0},{0},0,{}
2018304,0,1,3,{0},{0},{0},0,{}
2018308,0,1,2,{0},{0},{0},0,{}
2018311,0,1,3,{0},{0},{0},0,{}
2018320,0,1,3,{0},{0},{0},0,{}
2018323,0,1,3,{0},{0},{0},0,{}
2018350,0,1,0,{0},{0},{0},0,{}
2018351,0,1,0,{0},{0},{0},0,{}
2018001,0,1,0,{0},{0},{0},0,{}
2018002,0,1,0,{0},{0},{0},0,{}
2019101,0,1,1,{0},{0},{0},0,{}
2019201,0,1,2,{10},{100},{10},0,{}
2019202,0,1,2,{0},{0},{0},0,{}
2019304,0,1,3,{0},{0},{0},0,{}
2019311,0,1,3,{0},{0},{0},0,{}
2019320,0,1,3,{0},{0},{0},0,{}
2019323,0,1,3,{0},{0},{0},0,{}
2019350,0,1,0,{0},{0},{0},0,{}
2019351,0,1,0,{0},{0},{0},0,{}
2019401,0,1,2,{0},{0},{0},0,{}
2019421,0,1,2,{0},{0},{0},0,{}
2019422,0,1,2,{0},{0},{0},0,{}
2019423,0,1,2,{0},{0},{0},0,{}
2019001,0,1,0,{0},{0},{0},0,{}
2019002,0,1,0,{0},{0},{0},0,{}
2019051,0,1,2,{10},{10},{10},0,{}
2020101,0,1,1,{10},{20},{10},0,{}
2020201,0,1,2,{10},{100},{10},0,{}
2020202,0,1,2,{0},{0},{0},0,{}
2020304,0,1,3,{0},{0},{0},0,{}
2020311,0,1,3,{0},{0},{0},0,{}
2020312,0,1,3,{0},{0},{0},0,{}
2020313,0,1,3,{0},{0},{0},0,{}
2020314,0,1,3,{0},{0},{0},0,{}
2020315,0,1,3,{0},{0},{0},0,{}
2020316,0,1,3,{0},{0},{0},0,{}
2020317,0,1,3,{0},{0},{0},0,{}
2020319,0,1,3,{0},{0},{0},0,{}
2020320,0,1,3,{0},{0},{0},0,{}
2020323,0,1,3,{0},{0},{0},0,{}
2020325,0,1,3,{0},{0},{0},0,{}
2020350,0,1,0,{0},{0},{0},0,{}
2020351,0,1,0,{0},{0},{0},0,{}
2020406,0,1,0,{0},{0},{0},0,{}
2020001,0,1,0,{0},{0},{0},0,{}
2020002,0,1,0,{0},{0},{0},0,{}
2020051,0,1,0,{0},{0},{0},0,{}
2020052,0,1,0,{10},{100},{10},0,{}
2020053,0,1,0,{10},{100},{10},0,{}
2021101,0,1,1,{10},{20},{10},0,{}
2021201,0,1,2,"{10,10,10,10,10,10}","{17,17,17,17,17,17}","{2,2,2,2,2,2}",0,{}
2021211,0,1,2,{0},{0},{0},0,{}
2021212,0,1,2,"{10,10,10}","{14,14,14}","{5,5,5}",0,{}
2021213,0,1,2,{0},{0},{0},0,{}
2021304,0,1,3,{0},{0},{0},0,{}
2021311,0,1,3,{0},{0},{0},0,{}
2021320,0,1,3,{0},{0},{0},0,{}
2021323,0,1,3,{0},{0},{0},0,{}
2021350,0,1,0,{0},{0},{0},0,{}
2021351,0,1,0,{0},{0},{0},0,{}
2021401,0,1,2,{0},{0},{0},0,{}
2021402,0,1,2,{0},{0},{0},0,{}
2021001,0,1,0,{0},{0},{0},0,{}
2021002,0,1,0,{0},{0},{0},0,{}
2022101,0,1,1,{0},{0},{0},0,{}
2022201,2,1,2,{10},{100},{10},0,{}
2022212,0,1,2,{0},{0},{0},0,{}
2022213,0,1,2,{0},{0},{0},0,{}
2022304,0,1,3,{0},{0},{0},0,{}
2022311,0,1,3,{0},{0},{0},0,{}
2022320,0,1,3,{0},{0},{0},0,{}
2022323,0,1,3,{0},{0},{0},0,{}
2022350,0,1,0,{0},{0},{0},0,{}
2022351,0,1,0,{0},{0},{0},0,{}
2022401,0,1,2,{0},{0},{0},0,{}
2022001,0,1,0,{0},{0},{0},0,{}
2022002,0,1,0,{0},{0},{0},0,{}
2022051,0,1,0,{10},{20},{10},0,{}
2022052,0,1,0,{10},{10},{10},0,{}
2024101,0,1,1,{10},{100},{10},0,{}
2024201,0,1,2,"{10,10,10,10,10,10,10}","{100,100,100,100,100,100,100}","{3,3,3,3,3,3,3}",0,{}
2024304,0,1,3,{0},{0},{0},0,{}
2024311,0,1,3,{0},{0},{0},0,{}
2024312,0,1,3,{0},{0},{0},0,{}
2024313,0,1,3,{0},{0},{0},0,{}
2024314,0,1,3,{0},{0},{0},0,{}
2024315,0,1,3,{0},{0},{0},0,{}
2024316,0,1,3,{0},{0},{0},0,{}
2024317,0,1,3,{0},{0},{0},0,{}
2024319,0,1,3,{0},{0},{0},0,{}
2024320,0,1,3,{0},{0},{0},0,{}
2024323,0,1,3,{0},{0},{0},0,{}
2024325,0,1,3,{0},{0},{0},0,{}
2024350,0,1,0,{0},{0},{0},0,{}
2024351,0,1,0,{0},{0},{0},0,{}
2024411,0,1,0,{0},{0},{0},0,{}
2024001,0,1,0,{0},{0},{0},0,{}
2024002,0,1,0,{0},{0},{0},0,{}
2025101,0,1,1,{10},{100},{10},0,{}
2025201,0,1,2,{10},{100},{10},0,{}
2025304,0,1,3,{0},{0},{0},0,{}
2025311,0,1,3,{0},{0},{0},0,{}
2025312,0,1,3,{0},{0},{0},0,{}
2025313,0,1,3,{0},{0},{0},0,{}
2025314,0,1,3,{0},{0},{0},0,{}
2025315,0,1,3,{0},{0},{0},0,{}
2025316,0,1,3,{0},{0},{0},0,{}
2025317,0,1,3,{0},{0},{0},0,{}
2025319,0,1,3,{0},{0},{0},0,{}
2025320,0,1,3,{0},{0},{0},0,{}
2025323,0,1,3,{0},{0},{0},0,{}
2025325,0,1,3,{0},{0},{0},0,{}
2025350,0,1,0,{0},{0},{0},0,{}
2025351,0,1,0,{0},{0},{0},0,{}
2025001,0,1,0,{0},{0},{0},0,{}
2025002,0,1,0,{0},{0},{0},0,{}
2026101,0,1,1,{10},{100},{10},0,{}
2026102,0,1,1,{10},{100},{10},0,{}
2026103,0,1,1,"{10,10}","{50,50}","{5,5}",0,{}
2026201,0,1,2,"{10,10}","{50,50}","{5,5}",0,{}
2026202,0,1,2,"{10,10}","{50,50}","{5,5}",0,{}
2026203,0,1,2,{10},{100},{10},0,{}
2026304,0,1,3,{0},{0},{0},0,{}
2026311,0,1,3,{0},{0},{0},0,{}
2026312,0,1,3,{0},{0},{0},0,{}
2026313,0,1,3,{0},{0},{0},0,{}
2026314,0,1,3,{0},{0},{0},0,{}
2026315,0,1,3,{0},{0},{0},0,{}
2026316,0,1,3,{0},{0},{0},0,{}
2026317,0,1,3,{0},{0},{0},0,{}
2026320,0,1,3,{0},{0},{0},0,{}
2026323,0,1,3,{0},{0},{0},0,{}
2026325,0,1,3,{0},{0},{0},0,{}
2026350,0,1,0,{0},{0},{0},0,{}
2026351,0,1,0,{0},{0},{0},0,{}
2026001,0,1,0,{0},{0},{0},0,{}
2026002,0,1,0,{0},{0},{0},0,{}
2026324,0,1,3,{0},{0},{0},0,{}
2026406,0,1,3,{0},{0},{0},0,{}
2027101,0,1,1,{10},{100},{10},0,{}
2027201,0,1,2,{10},{100},{10},0,{}
2027202,0,1,2,{0},{0},{0},0,{}
2027304,0,1,3,{0},{0},{0},0,{}
2027311,0,1,3,{0},{0},{0},0,{}
2027312,0,1,3,{0},{0},{0},0,{}
2027313,0,1,3,{0},{0},{0},0,{}
2027314,0,1,3,{0},{0},{0},0,{}
2027315,0,1,3,{0},{0},{0},0,{}
2027316,0,1,3,{0},{0},{0},0,{}
2027317,0,1,3,{0},{0},{0},0,{}
2027320,0,1,3,{0},{0},{0},0,{}
2027350,0,1,0,{0},{0},{0},0,{}
2027351,0,1,0,{0},{0},{0},0,{}
2027001,0,1,0,{0},{0},{0},0,{}
2027002,0,1,0,{0},{0},{0},0,{}
2027406,0,1,3,{0},{0},{0},0,{}
2027051,0,1,1,{10},{100},{10},0,{}
2027325,0,1,3,{0},{0},{0},0,{}
2028101,0,1,1,{10},{100},{10},0,{}
2028201,0,1,2,{10},{100},{10},0,{}
2028311,0,1,3,{0},{0},{0},0,{}
2028312,0,1,3,{0},{0},{0},0,{}
2028313,0,1,3,{0},{0},{0},0,{}
2028314,0,1,3,{0},{0},{0},0,{}
2028315,0,1,3,{0},{0},{0},0,{}
2028316,0,1,3,{0},{0},{0},0,{}
2028317,0,1,3,{0},{0},{0},0,{}
2028320,0,1,3,{0},{0},{0},0,{}
2028350,0,1,0,{0},{0},{0},0,{}
2028351,0,1,0,{0},{0},{0},0,{}
2028001,0,1,0,{0},{0},{0},0,{}
2028002,0,1,0,{0},{0},{0},0,{}
2028323,0,1,0,{0},{0},{0},0,{}
3001101,0,1,1,{10},{10},{10},0,{}
3001201,0,1,2,{0},{0},{0},0,{}
3001202,0,1,2,{10},{100},{10},0,{}
3001304,0,1,3,{0},{0},{0},0,{}
3001311,0,1,3,{0},{0},{0},0,{}
3001312,0,1,3,{0},{0},{0},0,{}
3001313,0,1,3,{0},{0},{0},0,{}
3001314,0,1,3,{0},{0},{0},0,{}
3001315,0,1,3,{0},{0},{0},0,{}
3001316,0,1,3,{0},{0},{0},0,{}
3001317,0,1,3,{0},{0},{0},0,{}
3001320,0,1,3,{0},{0},{0},0,{}
3001350,0,1,0,{0},{0},{0},0,{}
3001351,0,1,0,{0},{0},{0},0,{}
3001411,0,1,0,{0},{0},{0},0,{}
3001001,0,1,0,{0},{0},{0},0,{}
3001002,0,1,0,{0},{0},{0},0,{}
3001051,0,1,0,{10},{100},{10},0,{}
3004101,0,1,1,{10},{100},{10},0,{}
3004201,0,1,2,{10},{100},{10},0,{}
3004202,0,1,2,{10},{100},{10},0,{}
3004203,0,1,2,{10},{100},{10},0,{}
3004304,0,1,3,{0},{0},{0},0,{}
3004311,0,1,3,{0},{0},{0},0,{}
3004312,0,1,3,{0},{0},{0},0,{}
3004313,0,1,3,{0},{0},{0},0,{}
3004314,0,1,3,{0},{0},{0},0,{}
3004315,0,1,3,{0},{0},{0},0,{}
3004316,0,1,3,{0},{0},{0},0,{}
3004317,0,1,3,{0},{0},{0},0,{}
3004320,0,1,3,{0},{0},{0},0,{}
3004323,0,1,3,{0},{0},{0},0,{}
3004325,0,1,3,{0},{0},{0},0,{}
3004350,0,1,0,{0},{0},{0},0,{}
3004351,0,1,0,{0},{0},{0},0,{}
3004001,0,1,0,{0},{0},{0},0,{}
3004002,0,1,0,{0},{0},{0},0,{}
3005101,0,1,1,{10},{100},{10},0,{}
3005201,0,1,2,"{10,10,10}","{100,100,100}","{3,3,3}",0,{}
3005202,0,1,2,{10},{100},{10},0,{}
3005304,0,1,3,{0},{0},{0},0,{}
3005311,0,1,3,{0},{0},{0},0,{}
3005312,0,1,3,{0},{0},{0},0,{}
3005313,0,1,3,{0},{0},{0},0,{}
3005314,0,1,3,{0},{0},{0},0,{}
3005315,0,1,3,{0},{0},{0},0,{}
3005316,0,1,3,{0},{0},{0},0,{}
3005317,0,1,3,{0},{0},{0},0,{}
3005320,0,1,3,{0},{0},{0},0,{}
3005323,0,1,3,{0},{0},{0},0,{}
3005325,0,1,3,{0},{0},{0},0,{}
3005350,0,1,0,{0},{0},{0},0,{}
3005351,0,1,0,{0},{0},{0},0,{}
3005001,0,1,0,{0},{0},{0},0,{}
3005002,0,1,0,{0},{0},{0},0,{}
3006101,0,1,1,"{10,10,10,10}","{10,10,10,10}","{3,3,3,3}",0,{}
3006201,0,1,2,"{10,10,10,10}","{10,10,10,10}","{3,3,3,3}",0,{}
3006202,0,1,2,{0},{0},{0},0,{}
3006222,0,1,2,{0},{0},{0},0,{}
3006223,0,1,2,{10},{100},{10},0,{}
3006203,15000,1,2,{0},{0},{0},0,{}
3006232,0,1,2,{0},{0},{0},0,{}
3006233,0,1,2,{0},{0},{0},0,{}
3006304,0,1,3,{0},{0},{0},0,{}
3006309,0,1,3,{0},{0},{0},0,{}
3006311,0,1,3,{0},{0},{0},0,{}
3006320,0,1,3,{0},{0},{0},0,{}
3006322,0,1,3,{0},{0},{0},0,{}
3006325,0,1,3,{0},{0},{0},0,{}
3006350,0,1,0,{0},{0},{0},0,{}
3006351,0,1,0,{0},{0},{0},0,{}
3006001,0,1,0,{0},{0},{0},0,{}
3006002,0,1,0,{0},{0},{0},0,{}
3501101,0,1,1,{10},{100},{10},0,{}
3501201,0,1,2,{0},{0},{0},0,{}
3501001,0,1,0,{0},{0},{0},0,{}
3501051,0,1,0,"{10,10,10,10,10,10,10,10,10,10}","{100,100,100,100,100,100,100,100,100,100}","{3,3,3,3,3,3,3,3,3,3}",0,{}
4010101,0,1,1,"{10,10}","{100,100}","{10,10}",0,{}
4010102,0,1,1,{10},{100},{10},0,{}
4010103,0,1,1,{10},{100},{10},0,{}
4010201,0,1,2,"{10,10,10}","{100,100,100}","{5,5,8}",0,{}
4010212,0,1,2,{0},{0},{0},0,{}
4010213,0,1,2,{0},{0},{0},0,{}
4010202,0,1,2,"{10,10}","{100,100}","{10,10}",0,{}
4010203,0,1,2,{0},{0},{0},0,{}
4010304,0,1,3,{0},{0},{0},0,{}
4010311,0,1,3,{0},{0},{0},0,{}
4010312,0,1,3,{0},{0},{0},0,{}
4010313,0,1,3,{0},{0},{0},0,{}
4010314,0,1,3,{0},{0},{0},0,{}
4010315,0,1,3,{0},{0},{0},0,{}
4010316,0,1,3,{0},{0},{0},0,{}
4010317,0,1,3,{0},{0},{0},0,{}
4010319,0,1,3,{0},{0},{0},0,{}
4010320,0,1,3,{0},{0},{0},0,{}
4010401,0,1,0,{0},{0},{0},0,{}
4010001,0,1,0,{0},{0},{0},0,{}
4010002,0,1,0,{0},{0},{0},0,{}
4011101,0,1,1,"{10,10}","{100,100}","{10,10}",0,{}
4011102,0,1,1,{10},{100},{10},0,{}
4011103,0,1,1,{10},{100},{10},0,{}
4011201,0,1,2,{10},{100},{10},0,{}
4011202,0,1,2,"{10,10}","{100,100}","{10,10}",0,{}
4011203,0,1,2,{10},{100},{10},0,{}
4011204,0,1,2,{0},{0},{0},0,{}
4011304,0,1,3,{0},{0},{0},0,{}
4011311,0,1,3,{0},{0},{0},0,{}
4011312,0,1,3,{0},{0},{0},0,{}
4011313,0,1,3,{0},{0},{0},0,{}
4011314,0,1,3,{0},{0},{0},0,{}
4011315,0,1,3,{0},{0},{0},0,{}
4011316,0,1,3,{0},{0},{0},0,{}
4011317,0,1,3,{0},{0},{0},0,{}
4011319,0,1,3,{0},{0},{0},0,{}
4011320,0,1,3,{0},{0},{0},0,{}
4011401,0,1,0,{0},{0},{0},0,{}
4011411,0,1,0,{0},{0},{0},0,{}
4011001,0,1,0,{0},{0},{0},0,{}
4011002,0,1,0,{0},{0},{0},0,{}
4012001,0,1,0,{0},{0},{0},0,{}
4012002,0,1,0,{0},{0},{0},0,{}
4012101,0,1,0,{0},{0},{0},0,{}
4012102,0,1,0,{0},{0},{0},0,{}
4012201,0,1,0,{0},{0},{0},0,{}
4012202,0,1,0,{0},{0},{0},0,{}
4012203,0,1,0,{0},{0},{0},0,{}
4012232,0,1,0,{0},{0},{0},0,{}
4012233,0,1,0,{0},{0},{0},0,{}
4012304,0,1,0,{0},{0},{0},0,{}
4012305,0,1,0,{0},{0},{0},0,{}
4012306,0,1,0,{0},{0},{0},0,{}
4012307,0,1,0,{0},{0},{0},0,{}
4012309,0,1,0,{0},{0},{0},0,{}
4012350,0,1,0,{0},{0},{0},0,{}
4012351,0,1,0,{0},{0},{0},0,{}
4012052,0,1,0,{0},{0},{0},0,{}
